Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Blacktown (NSW),2015-02-17 07:00:00 +1000,50.609,21.18,18,1.184
Blacktown (NSW),2015-02-17 08:00:00 +1000,207.716,23.823,21.3,4.359
Blacktown (NSW),2015-02-17 09:00:00 +1000,468.255,27.747,22.6,10.223
Blacktown (NSW),2015-02-17 10:00:00 +1000,630.319,30.563,24.3,13.202
Blacktown (NSW),2015-02-17 11:00:00 +1000,744.803,32.633,26.2,14.892
Blacktown (NSW),2015-02-17 12:00:00 +1000,773.232,32.889,27,15.091
Blacktown (NSW),2015-02-17 13:00:00 +1000,318.998,30.854,28.6,6.813
Blacktown (NSW),2015-02-17 14:00:00 +1000,604.669,34.237,28,11.817
Blacktown (NSW),2015-02-17 15:00:00 +1000,522.235,32.472,28.6,10.639
Blacktown (NSW),2015-02-17 16:00:00 +1000,499.41,31.416,28,10.774
Blacktown (NSW),2015-02-17 17:00:00 +1000,282.992,29.625,27.4,6.495
Blacktown (NSW),2015-02-17 18:00:00 +1000,84.644,27.888,26.4,1.928
Blacktown (NSW),2015-02-17 19:00:00 +1000,12.051,25.181,24.9,0.2
Blacktown (NSW),2015-02-17 20:00:00 +1000,0,23.261,23.1,0
Blacktown (NSW),2015-02-17 21:00:00 +1000,0,22.442,22.7,
Blacktown (NSW),2015-02-17 22:00:00 +1000,0,22.333,22.1,
Blacktown (NSW),2015-02-17 23:00:00 +1000,0,20.246,21.9,
Blacktown (NSW),2015-02-18 00:00:00 +1000,0,21.413,21.4,
Blacktown (NSW),2015-02-18 01:00:00 +1000,0,20.612,21,
Blacktown (NSW),2015-02-18 02:00:00 +1000,0,19.682,20.5,
Blacktown (NSW),2015-02-18 03:00:00 +1000,0,19.516,18.7,
Blacktown (NSW),2015-02-18 04:00:00 +1000,0,18.6,18.3,
Blacktown (NSW),2015-02-18 05:00:00 +1000,0,18.642,18.5,
Blacktown (NSW),2015-02-18 06:00:00 +1000,0.583,17.926,18,0.019
Blacktown (NSW),2015-02-18 07:00:00 +1000,41.021,21.964,18.3,0.929
Blacktown (NSW),2015-02-18 08:00:00 +1000,216.027,24.828,21.6,4.514
Blacktown (NSW),2015-02-18 09:00:00 +1000,275.584,27.295,23.3,5.941
Blacktown (NSW),2015-02-18 10:00:00 +1000,477.771,30.336,24.7,9.86
Blacktown (NSW),2015-02-18 11:00:00 +1000,446.968,31.477,26,8.99
Blacktown (NSW),2015-02-18 12:00:00 +1000,620.769,33.236,27.4,12.122
Blacktown (NSW),2015-02-18 13:00:00 +1000,411.76,32.143,27.4,8.299
Blacktown (NSW),2015-02-18 14:00:00 +1000,677.833,31.942,28.7,13.468
Blacktown (NSW),2015-02-18 15:00:00 +1000,627.355,32.21,28.9,12.875
Blacktown (NSW),2015-02-18 16:00:00 +1000,484.541,31.057,28.4,10.424
Blacktown (NSW),2015-02-18 17:00:00 +1000,274.045,29.244,27.2,6.267
Blacktown (NSW),2015-02-18 18:00:00 +1000,86.446,28.009,26.1,1.929
Blacktown (NSW),2015-02-18 19:00:00 +1000,14.861,25.153,24.6,0.258
Blacktown (NSW),2015-02-18 20:00:00 +1000,0,23.223,23.3,0
Blacktown (NSW),2015-02-18 21:00:00 +1000,0,22.339,22.4,
Blacktown (NSW),2015-02-18 22:00:00 +1000,0,21.305,21.8,
Blacktown (NSW),2015-02-18 23:00:00 +1000,0,21.019,20.9,
Blacktown (NSW),2015-02-19 00:00:00 +1000,0,20.072,19.7,
Blacktown (NSW),2015-02-19 01:00:00 +1000,0,19.377,19.9,
Blacktown (NSW),2015-02-19 02:00:00 +1000,0.004,18.788,18.9,
Blacktown (NSW),2015-02-19 03:00:00 +1000,0,18.655,18.3,
Blacktown (NSW),2015-02-19 04:00:00 +1000,0,19.68,18.6,
Blacktown (NSW),2015-02-19 05:00:00 +1000,0,19.463,19.1,
Blacktown (NSW),2015-02-19 06:00:00 +1000,1.069,18.753,18.9,0.047
Blacktown (NSW),2015-02-19 07:00:00 +1000,33.754,20.316,19.2,0.771
Blacktown (NSW),2015-02-19 08:00:00 +1000,90.8,22.538,21.2,2.014
Blacktown (NSW),2015-02-19 09:00:00 +1000,228.305,25.301,22.7,4.987
Blacktown (NSW),2015-02-19 10:00:00 +1000,503,30.117,24.4,10.304
Blacktown (NSW),2015-02-19 11:00:00 +1000,665.382,32.683,25.3,13.124
Blacktown (NSW),2015-02-19 12:00:00 +1000,720.54,32.49,27.8,13.877
Blacktown (NSW),2015-02-19 13:00:00 +1000,313.982,31.153,26,6.578
Blacktown (NSW),2015-02-19 14:00:00 +1000,181.801,28.506,25.7,3.9
Blacktown (NSW),2015-02-19 15:00:00 +1000,128.017,27.435,24.8,2.756
Blacktown (NSW),2015-02-19 16:00:00 +1000,127.016,27.711,24.1,2.718
Blacktown (NSW),2015-02-19 17:00:00 +1000,103.108,26.912,24.9,2.226
Blacktown (NSW),2015-02-19 18:00:00 +1000,55.532,26.121,23.9,1.202
Blacktown (NSW),2015-02-19 19:00:00 +1000,12.486,24.711,23.8,0.217
Blacktown (NSW),2015-02-19 20:00:00 +1000,0,23.042,23,0
Blacktown (NSW),2015-02-19 21:00:00 +1000,0,22.41,22,
Blacktown (NSW),2015-02-19 22:00:00 +1000,0,22.029,21.1,
Blacktown (NSW),2015-02-19 23:00:00 +1000,0,22.49,21.4,
Blacktown (NSW),2015-02-20 00:00:00 +1000,0,20.049,19.9,
Blacktown (NSW),2015-02-20 01:00:00 +1000,0,19.366,19.4,
Blacktown (NSW),2015-02-20 02:00:00 +1000,0,19.348,19,
Blacktown (NSW),2015-02-20 03:00:00 +1000,0,18.8,18.7,
Blacktown (NSW),2015-02-20 04:00:00 +1000,0.026,18.445,18.6,
Blacktown (NSW),2015-02-20 05:00:00 +1000,0.043,18.507,18.4,
Blacktown (NSW),2015-02-20 06:00:00 +1000,0.178,18.393,18.4,0.008
Blacktown (NSW),2015-02-20 07:00:00 +1000,38.977,19.712,18.9,0.864
Blacktown (NSW),2015-02-20 08:00:00 +1000,148.374,22.277,19.9,3.122
Blacktown (NSW),2015-02-20 09:00:00 +1000,282.821,25.34,21.9,6.071
Blacktown (NSW),2015-02-20 10:00:00 +1000,473.005,29.346,23.4,9.597
Blacktown (NSW),2015-02-20 11:00:00 +1000,532.753,31.578,24.6,10.66
Blacktown (NSW),2015-02-20 12:00:00 +1000,442.281,31.584,25.6,9.307
Blacktown (NSW),2015-02-20 13:00:00 +1000,366.968,31.243,26.5,7.822
Blacktown (NSW),2015-02-20 14:00:00 +1000,350.629,30.634,27.3,7.589
Blacktown (NSW),2015-02-20 15:00:00 +1000,239.271,28.838,26.5,5.278
Blacktown (NSW),2015-02-20 16:00:00 +1000,221.85,28.481,25.9,4.855
Blacktown (NSW),2015-02-20 17:00:00 +1000,149.9,27.51,25.9,3.336
Blacktown (NSW),2015-02-20 18:00:00 +1000,73.962,26.036,24.8,1.632
Blacktown (NSW),2015-02-20 19:00:00 +1000,15.55,24.713,24.2,0.336
Blacktown (NSW),2015-02-20 20:00:00 +1000,0,23.351,23,0
Blacktown (NSW),2015-02-20 21:00:00 +1000,0,23.136,22.4,
Blacktown (NSW),2015-02-20 22:00:00 +1000,0,22.769,22.2,
Blacktown (NSW),2015-02-20 23:00:00 +1000,0,20.596,22.4,
Blacktown (NSW),2015-02-21 00:00:00 +1000,0,21.756,21.5,
Blacktown (NSW),2015-02-21 01:00:00 +1000,0,21.065,20.6,
Blacktown (NSW),2015-02-21 02:00:00 +1000,0,20.857,20.4,
Blacktown (NSW),2015-02-21 03:00:00 +1000,0,20.208,20.5,
Blacktown (NSW),2015-02-21 04:00:00 +1000,0,19.962,20.1,
Blacktown (NSW),2015-02-21 05:00:00 +1000,0,20.15,20,
Blacktown (NSW),2015-02-21 06:00:00 +1000,0,20.258,19.8,0
Blacktown (NSW),2015-02-21 07:00:00 +1000,18.081,20.743,19.9,0.382
Blacktown (NSW),2015-02-21 08:00:00 +1000,54.62,21.664,20.5,1.185
Blacktown (NSW),2015-02-21 09:00:00 +1000,158.303,22.782,21.3,3.417
Blacktown (NSW),2015-02-21 10:00:00 +1000,229.314,25.387,22.4,4.882
Blacktown (NSW),2015-02-21 11:00:00 +1000,160.846,25.234,23.2,3.385
Blacktown (NSW),2015-02-21 12:00:00 +1000,113.897,22.335,23,2.345
Blacktown (NSW),2015-02-21 13:00:00 +1000,318.853,24.287,21.5,6.727
Blacktown (NSW),2015-02-21 14:00:00 +1000,326.599,25.706,22.4,6.961
Blacktown (NSW),2015-02-21 15:00:00 +1000,361.363,28.969,23.3,7.717
Blacktown (NSW),2015-02-21 16:00:00 +1000,383.542,29.57,23.8,8.193
Blacktown (NSW),2015-02-21 17:00:00 +1000,183.599,27.301,25,4.019
Blacktown (NSW),2015-02-21 18:00:00 +1000,73.295,25.614,24,1.614
Blacktown (NSW),2015-02-21 19:00:00 +1000,10.364,23.751,23.2,0.213
Blacktown (NSW),2015-02-21 20:00:00 +1000,0,22.793,22.2,0
Blacktown (NSW),2015-02-21 21:00:00 +1000,0,21.785,21.7,
Blacktown (NSW),2015-02-21 22:00:00 +1000,0,21.371,21.4,
Blacktown (NSW),2015-02-21 23:00:00 +1000,0,18.877,21,
Blacktown (NSW),2015-02-22 00:00:00 +1000,0,20.016,20.1,
Blacktown (NSW),2015-02-22 01:00:00 +1000,0,19.921,19.4,
Blacktown (NSW),2015-02-22 02:00:00 +1000,0,20.321,19.4,
Blacktown (NSW),2015-02-22 03:00:00 +1000,0,20.224,19.9,
Blacktown (NSW),2015-02-22 04:00:00 +1000,0,19.265,19.8,
Blacktown (NSW),2015-02-22 05:00:00 +1000,0,19.76,19.2,
Blacktown (NSW),2015-02-22 06:00:00 +1000,0.149,19.931,19.6,0.004
Blacktown (NSW),2015-02-22 07:00:00 +1000,22.877,19.939,19.1,0.48
Blacktown (NSW),2015-02-22 08:00:00 +1000,167.926,22.306,19.9,3.358
Blacktown (NSW),2015-02-22 09:00:00 +1000,184.157,24.212,21.5,3.939
Blacktown (NSW),2015-02-22 10:00:00 +1000,406.379,26.795,23.2,8.495
Blacktown (NSW),2015-02-22 11:00:00 +1000,401.46,28.266,22.5,8.43
Blacktown (NSW),2015-02-22 12:00:00 +1000,241.633,29.047,24.5,5.18
Blacktown (NSW),2015-02-22 13:00:00 +1000,115.685,27.932,25.8,2.441
Blacktown (NSW),2015-02-22 14:00:00 +1000,349.389,28.737,24.5,7.168
Blacktown (NSW),2015-02-22 15:00:00 +1000,373.336,30.676,26,7.632
Blacktown (NSW),2015-02-22 16:00:00 +1000,393.299,31.332,27.2,8.417
Blacktown (NSW),2015-02-22 17:00:00 +1000,143.638,28.503,27.8,3.14
Blacktown (NSW),2015-02-22 18:00:00 +1000,57.562,27.636,26.9,1.222
Blacktown (NSW),2015-02-22 19:00:00 +1000,8.355,24.794,24.8,0.125
Blacktown (NSW),2015-02-22 20:00:00 +1000,0,22.812,23.4,0
Blacktown (NSW),2015-02-22 21:00:00 +1000,0,21.805,22.1,
Blacktown (NSW),2015-02-22 22:00:00 +1000,0,21.225,21.3,
Blacktown (NSW),2015-02-22 23:00:00 +1000,0,20.923,20.3,
Blacktown (NSW),2015-02-23 00:00:00 +1000,0,18.871,19.4,
Blacktown (NSW),2015-02-23 01:00:00 +1000,0.004,18.761,19.1,
Blacktown (NSW),2015-02-23 02:00:00 +1000,0,19.295,18.8,
Blacktown (NSW),2015-02-23 03:00:00 +1000,0,19.726,19.1,
Blacktown (NSW),2015-02-23 04:00:00 +1000,0.006,19.868,19,
Blacktown (NSW),2015-02-23 05:00:00 +1000,0.004,20.356,19.1,
Blacktown (NSW),2015-02-23 06:00:00 +1000,0.075,20.331,20.1,0
Blacktown (NSW),2015-02-23 07:00:00 +1000,18.04,20.729,20.4,0.355
Blacktown (NSW),2015-02-23 08:00:00 +1000,65.896,21.74,20.6,1.418
Blacktown (NSW),2015-02-23 09:00:00 +1000,174.981,24.789,20.8,3.799
Blacktown (NSW),2015-02-23 10:00:00 +1000,230.993,24.148,22.9,5
Blacktown (NSW),2015-02-23 11:00:00 +1000,401.46,28.266,22.5,8.43
Blacktown (NSW),2015-02-23 12:00:00 +1000,241.633,29.047,24.5,5.18
Blacktown (NSW),2015-02-23 13:00:00 +1000,115.685,27.932,25.8,2.441
Blacktown (NSW),2015-02-23 14:00:00 +1000,349.389,28.737,24.5,7.168
Blacktown (NSW),2015-02-23 15:00:00 +1000,373.336,30.676,26,7.632
Blacktown (NSW),2015-02-23 16:00:00 +1000,393.299,31.332,27.2,8.417
Blacktown (NSW),2015-02-23 17:00:00 +1000,143.638,28.503,27.8,3.14
Blacktown (NSW),2015-02-23 18:00:00 +1000,57.562,27.636,26.9,1.222
Blacktown (NSW),2015-02-23 19:00:00 +1000,8.355,24.794,24.8,0.125
Blacktown (NSW),2015-02-23 20:00:00 +1000,0,22.812,23.4,0
Blacktown (NSW),2015-02-23 21:00:00 +1000,0,21.805,22.1,
Blacktown (NSW),2015-02-23 22:00:00 +1000,0,21.225,21.3,
Blacktown (NSW),2015-02-23 23:00:00 +1000,0.028,21.103,21.3,
Blacktown (NSW),2015-02-24 00:00:00 +1000,0,21.771,21.4,
Blacktown (NSW),2015-02-24 01:00:00 +1000,0,21.788,21.6,
Blacktown (NSW),2015-02-24 02:00:00 +1000,0,21.761,21.6,
Blacktown (NSW),2015-02-24 03:00:00 +1000,0,20.558,20.4,
Blacktown (NSW),2015-02-24 04:00:00 +1000,0,20.46,20,
Blacktown (NSW),2015-02-24 05:00:00 +1000,0,19.936,19.5,
Blacktown (NSW),2015-02-24 06:00:00 +1000,0,20.297,20.2,
Blacktown (NSW),2015-02-24 07:00:00 +1000,16.909,21.1,20.5,0.378
Blacktown (NSW),2015-02-24 08:00:00 +1000,38.502,21.902,20.6,0.853
Blacktown (NSW),2015-02-24 09:00:00 +1000,212.931,23.961,22.4,4.587
Blacktown (NSW),2015-02-24 10:00:00 +1000,467.809,27.017,24.3,9.593
Blacktown (NSW),2015-02-24 11:00:00 +1000,360.197,27.165,25.3,7.357
Blacktown (NSW),2015-02-24 12:00:00 +1000,441.063,25.886,24.1,8.648
Blacktown (NSW),2015-02-24 13:00:00 +1000,666.509,26.007,25,13.267
Blacktown (NSW),2015-02-24 14:00:00 +1000,705.564,26.568,25.1,14.132
Blacktown (NSW),2015-02-24 15:00:00 +1000,685.256,26.504,25,14.075
Blacktown (NSW),2015-02-24 16:00:00 +1000,380.567,25.781,23.9,8.25
Blacktown (NSW),2015-02-24 17:00:00 +1000,113.489,23.805,23.2,2.452
Blacktown (NSW),2015-02-24 18:00:00 +1000,45.586,22.8,22.3,0.967
Blacktown (NSW),2015-02-24 19:00:00 +1000,3.389,22.315,21.6,0.062
Blacktown (NSW),2015-02-24 20:00:00 +1000,0,21.946,21.4,
Blacktown (NSW),2015-02-24 21:00:00 +1000,0.004,21.644,21.2,
Blacktown (NSW),2015-02-24 22:00:00 +1000,0,21.421,20.8,
Blacktown (NSW),2015-02-24 23:00:00 +1000,0,20.161,20.5,
Blacktown (NSW),2015-02-25 00:00:00 +1000,0,20.994,20.3,
Blacktown (NSW),2015-02-25 01:00:00 +1000,0,20.861,20.3,
Blacktown (NSW),2015-02-25 02:00:00 +1000,0,20.5,19.9,
Blacktown (NSW),2015-02-25 03:00:00 +1000,0,20.34,19.8,
Blacktown (NSW),2015-02-25 04:00:00 +1000,0,20.453,19.8,
Blacktown (NSW),2015-02-25 05:00:00 +1000,0,20.396,19.9,
Blacktown (NSW),2015-02-25 06:00:00 +1000,0,20.318,19.8,
Blacktown (NSW),2015-02-25 07:00:00 +1000,10.085,20.527,19.9,0.197
Blacktown (NSW),2015-02-25 08:00:00 +1000,209.648,22.968,21.3,4.261
Blacktown (NSW),2015-02-25 09:00:00 +1000,243.448,23.588,21.7,5.187
Blacktown (NSW),2015-02-25 10:00:00 +1000,221.69,23.399,21.1,4.727
Blacktown (NSW),2015-02-25 11:00:00 +1000,229.026,20.371,19.6,4.939
Blacktown (NSW),2015-02-25 12:00:00 +1000,199.399,20.158,19.7,4.315
Blacktown (NSW),2015-02-25 13:00:00 +1000,238.012,20.903,20.6,5.209
Blacktown (NSW),2015-02-25 14:00:00 +1000,309.522,22.544,20.9,6.546
Blacktown (NSW),2015-02-25 15:00:00 +1000,202.333,22.47,21.1,4.385
Blacktown (NSW),2015-02-25 16:00:00 +1000,213.441,23.119,21.4,4.657
Blacktown (NSW),2015-02-25 17:00:00 +1000,46.249,22.336,21.4,0.971
Blacktown (NSW),2015-02-25 18:00:00 +1000,11.504,20.621,20.9,0.206
Blacktown (NSW),2015-02-25 19:00:00 +1000,7.257,20.588,20.2,0.131
Blacktown (NSW),2015-02-25 20:00:00 +1000,0,20.635,20,
Blacktown (NSW),2015-02-25 21:00:00 +1000,0,20.502,19.7,
Blacktown (NSW),2015-02-25 22:00:00 +1000,0,20.459,19.4,
Blacktown (NSW),2015-02-25 23:00:00 +1000,0,20.568,19.3,
Blacktown (NSW),2015-02-26 00:00:00 +1000,0,19.962,19.2,
Blacktown (NSW),2015-02-26 01:00:00 +1000,0,19.616,19.1,
Blacktown (NSW),2015-02-26 02:00:00 +1000,0,18.977,18.7,
Blacktown (NSW),2015-02-26 03:00:00 +1000,0,19.256,18.7,
Blacktown (NSW),2015-02-26 04:00:00 +1000,0,19.353,18.7,
Blacktown (NSW),2015-02-26 05:00:00 +1000,0,19.201,18.8,
Blacktown (NSW),2015-02-26 06:00:00 +1000,0,18.588,18.2,0
Blacktown (NSW),2015-02-26 07:00:00 +1000,11.643,18.713,18.5,0.224
Blacktown (NSW),2015-02-26 08:00:00 +1000,34.94,19.624,18.7,0.74
Blacktown (NSW),2015-02-26 09:00:00 +1000,94.618,21.342,19.6,2.06
Blacktown (NSW),2015-02-26 10:00:00 +1000,358.143,23.866,20.5,7.683
Blacktown (NSW),2015-02-26 11:00:00 +1000,260.983,26.423,22,5.741
Blacktown (NSW),2015-02-26 12:00:00 +1000,623.479,29.902,22.4,12.473
Blacktown (NSW),2015-02-26 13:00:00 +1000,417.787,29.016,23.5,8.835
Blacktown (NSW),2015-02-26 14:00:00 +1000,499.513,31.308,24.6,10.365
Blacktown (NSW),2015-02-26 15:00:00 +1000,344.026,31.268,25.6,7.209
Blacktown (NSW),2015-02-26 16:00:00 +1000,61.879,26.641,25.6,1.341
Blacktown (NSW),2015-02-26 17:00:00 +1000,102.19,26.946,25,2.279
Blacktown (NSW),2015-02-26 18:00:00 +1000,43.902,25.223,24.5,0.962
Blacktown (NSW),2015-02-26 19:00:00 +1000,2.93,23.753,22.2,0.062
Blacktown (NSW),2015-02-26 20:00:00 +1000,0,22.023,21.3,
Blacktown (NSW),2015-02-26 21:00:00 +1000,0,21.617,21.1,
Blacktown (NSW),2015-02-26 22:00:00 +1000,0,21.211,20.8,
Blacktown (NSW),2015-02-26 23:00:00 +1000,0,20.725,19.7,
Blacktown (NSW),2015-02-27 00:00:00 +1000,0,19.692,19.3,
Blacktown (NSW),2015-02-27 01:00:00 +1000,0,18.68,19,
Blacktown (NSW),2015-02-27 02:00:00 +1000,0.02,18.355,18.8,
Blacktown (NSW),2015-02-27 03:00:00 +1000,0.008,18.566,18.2,
Blacktown (NSW),2015-02-27 04:00:00 +1000,0,18.362,18.1,
Blacktown (NSW),2015-02-27 05:00:00 +1000,0,18.53,18.6,
Blacktown (NSW),2015-02-27 06:00:00 +1000,0,18.493,18.9,0
Blacktown (NSW),2015-02-27 07:00:00 +1000,9.356,19.037,18.9,0.143
Blacktown (NSW),2015-02-27 08:00:00 +1000,50.084,20.74,19.6,1.058
Blacktown (NSW),2015-02-27 09:00:00 +1000,123.403,22.565,20.8,2.646
Blacktown (NSW),2015-02-27 10:00:00 +1000,448.486,26.186,23.9,9.365
Blacktown (NSW),2015-02-27 11:00:00 +1000,545.676,26.615,24,10.938
Blacktown (NSW),2015-02-27 12:00:00 +1000,573.943,28.637,24.9,11.183
Blacktown (NSW),2015-02-27 13:00:00 +1000,256.276,25.967,25.9,5.366
Blacktown (NSW),2015-02-27 14:00:00 +1000,800.375,30.054,27.4,15.912
Blacktown (NSW),2015-02-27 15:00:00 +1000,450.53,29.372,26.1,9.152
Blacktown (NSW),2015-02-27 16:00:00 +1000,363.75,28.054,27.3,7.539
Blacktown (NSW),2015-02-27 17:00:00 +1000,265.715,29.124,25.9,5.938
Blacktown (NSW),2015-02-27 18:00:00 +1000,77.417,27.488,25.7,1.596
Blacktown (NSW),2015-02-27 19:00:00 +1000,11.138,24.312,24.2,0.177
Blacktown (NSW),2015-02-27 20:00:00 +1000,0.004,22.528,22.5,0
Blacktown (NSW),2015-02-27 21:00:00 +1000,0.008,21.471,21.8,
Blacktown (NSW),2015-02-27 22:00:00 +1000,0,20.625,21.1,
Blacktown (NSW),2015-02-27 23:00:00 +1000,0.004,22.418,19.7,
Blacktown (NSW),2015-02-28 00:00:00 +1000,0,20.128,19.5,
Blacktown (NSW),2015-02-28 01:00:00 +1000,0,19.641,19,
Blacktown (NSW),2015-02-28 02:00:00 +1000,0,19.176,18.9,
Blacktown (NSW),2015-02-28 03:00:00 +1000,0,18.545,18.3,
Blacktown (NSW),2015-02-28 04:00:00 +1000,0,17.773,18.1,
Blacktown (NSW),2015-02-28 05:00:00 +1000,0,17.635,17.7,
Blacktown (NSW),2015-02-28 06:00:00 +1000,0.115,17.97,17.6,0
Blacktown (NSW),2015-02-28 07:00:00 +1000,25.769,18.753,17.8,0.584
Blacktown (NSW),2015-02-28 08:00:00 +1000,116.23,20.432,18.9,2.578
Blacktown (NSW),2015-02-28 09:00:00 +1000,272.94,24.531,19.7,6.02
Blacktown (NSW),2015-02-28 10:00:00 +1000,408.532,28.153,21.1,8.759
Blacktown (NSW),2015-02-28 11:00:00 +1000,573.828,31.161,23.6,11.861
Blacktown (NSW),2015-02-28 12:00:00 +1000,829.377,33.674,26.5,16.149
Blacktown (NSW),2015-02-28 13:00:00 +1000,776.941,35.633,28.5,15.115
Blacktown (NSW),2015-02-28 14:00:00 +1000,590.588,35.523,29.5,11.786
Blacktown (NSW),2015-02-28 15:00:00 +1000,463.024,33.875,29.8,9.751
Blacktown (NSW),2015-02-28 16:00:00 +1000,477.422,34.468,23.1,9.493
Blacktown (NSW),2015-02-28 17:00:00 +1000,259.298,32.114,21.1,5.614
Blacktown (NSW),2015-02-28 18:00:00 +1000,72.381,29.585,28.9,1.459
Blacktown (NSW),2015-02-28 19:00:00 +1000,9.268,26.061,26.2,0.143
Blacktown (NSW),2015-02-28 20:00:00 +1000,0,23.834,24.2,
Blacktown (NSW),2015-02-28 21:00:00 +1000,0,22.93,23.1,
Blacktown (NSW),2015-02-28 22:00:00 +1000,0,22.407,21.1,
Blacktown (NSW),2015-02-28 23:00:00 +1000,0,20.931,19.1,
Blacktown (NSW),2015-03-01 00:00:00 +1000,0,21.706,20.1,
Blacktown (NSW),2015-03-01 01:00:00 +1000,0.004,21.019,19.8,
Blacktown (NSW),2015-03-01 02:00:00 +1000,0,20.606,19.4,
Blacktown (NSW),2015-03-01 03:00:00 +1000,0,20.3,19.1,
Blacktown (NSW),2015-03-01 04:00:00 +1000,0,19.888,19.1,
Blacktown (NSW),2015-03-01 05:00:00 +1000,0,19.34,25.9,
Blacktown (NSW),2015-03-01 06:00:00 +1000,0.009,19.168,28.8,0
Blacktown (NSW),2015-03-01 07:00:00 +1000,31.78,19.889,19.2,0.67
Blacktown (NSW),2015-03-01 08:00:00 +1000,206.82,22.454,33.9,4.158
Blacktown (NSW),2015-03-01 09:00:00 +1000,439.852,28.104,22.4,9.615
Blacktown (NSW),2015-03-01 10:00:00 +1000,610.256,33.831,25.9,12.643
Blacktown (NSW),2015-03-01 11:00:00 +1000,739.101,37,31.5,14.741
Blacktown (NSW),2015-03-01 12:00:00 +1000,795.609,39.455,33.9,15.359
Blacktown (NSW),2015-03-01 13:00:00 +1000,800.687,40.855,35.7,15.298
Blacktown (NSW),2015-03-01 14:00:00 +1000,350.723,39.498,35,7.199
Blacktown (NSW),2015-03-01 15:00:00 +1000,252.947,37.646,25.9,5.396
Blacktown (NSW),2015-03-01 16:00:00 +1000,141.473,26.886,21.4,3.057
Blacktown (NSW),2015-03-01 17:00:00 +1000,37.955,22.869,21.8,0.843
Blacktown (NSW),2015-03-01 18:00:00 +1000,76.138,22.575,20.1,1.669
Blacktown (NSW),2015-03-01 19:00:00 +1000,2.851,20.585,19.3,0.072
Blacktown (NSW),2015-03-01 20:00:00 +1000,0,20.687,19.7,
Blacktown (NSW),2015-03-01 21:00:00 +1000,0,20.801,19.9,
Blacktown (NSW),2015-03-01 22:00:00 +1000,0,21.056,19.9,
Blacktown (NSW),2015-03-01 23:00:00 +1000,0,18.706,19.4,
Blacktown (NSW),2015-03-02 00:00:00 +1000,0.008,20.62,19.1,
Blacktown (NSW),2015-03-02 01:00:00 +1000,0,20.108,18.9,
Blacktown (NSW),2015-03-02 02:00:00 +1000,0,19.764,18.3,
Blacktown (NSW),2015-03-02 03:00:00 +1000,0,19.14,17.6,
Blacktown (NSW),2015-03-02 04:00:00 +1000,0,18.639,17.5,
Blacktown (NSW),2015-03-02 05:00:00 +1000,0,17.406,16.4,
Blacktown (NSW),2015-03-02 06:00:00 +1000,0.007,16.709,16.7,0
Blacktown (NSW),2015-03-02 07:00:00 +1000,24.357,17.415,17.2,0.527
Blacktown (NSW),2015-03-02 08:00:00 +1000,91.998,19.01,18.4,2.011
Blacktown (NSW),2015-03-02 09:00:00 +1000,200.421,20.714,20.3,4.42
Blacktown (NSW),2015-03-02 10:00:00 +1000,367.112,22.875,22.2,7.992
Blacktown (NSW),2015-03-02 11:00:00 +1000,382.571,25.005,22,8.294
Blacktown (NSW),2015-03-02 12:00:00 +1000,212.888,24.023,22.4,4.666
Blacktown (NSW),2015-03-02 13:00:00 +1000,159.837,23.355,22.5,3.512
Blacktown (NSW),2015-03-02 14:00:00 +1000,203.33,23.708,21.9,4.491
Blacktown (NSW),2015-03-02 15:00:00 +1000,89.172,23.651,21.3,1.932
Blacktown (NSW),2015-03-02 16:00:00 +1000,127.344,24.13,22,2.787
Blacktown (NSW),2015-03-02 17:00:00 +1000,81.239,23.452,21.4,1.774
Blacktown (NSW),2015-03-02 18:00:00 +1000,52.444,23.068,21.3,1.167
Blacktown (NSW),2015-03-02 19:00:00 +1000,8.684,21.891,20.3,0.173
Blacktown (NSW),2015-03-02 20:00:00 +1000,0,20.406,19.2,
Blacktown (NSW),2015-03-02 21:00:00 +1000,0,19.247,17.4,
Blacktown (NSW),2015-03-02 22:00:00 +1000,0,19.021,17.9,
Blacktown (NSW),2015-03-02 23:00:00 +1000,0,22.331,18.5,
Blacktown (NSW),2015-03-03 00:00:00 +1000,0,18.548,18.7,
Blacktown (NSW),2015-03-03 01:00:00 +1000,0,16.829,16.8,
Blacktown (NSW),2015-03-03 02:00:00 +1000,0,15.95,15.4,
Blacktown (NSW),2015-03-03 03:00:00 +1000,0.004,15.563,15.4,
Blacktown (NSW),2015-03-03 04:00:00 +1000,0.009,15.052,14.5,
Blacktown (NSW),2015-03-03 05:00:00 +1000,0,15.111,14.1,
Blacktown (NSW),2015-03-03 06:00:00 +1000,0.022,14.748,14.4,0
Blacktown (NSW),2015-03-03 07:00:00 +1000,36.582,15.763,16.6,0.702
Blacktown (NSW),2015-03-03 08:00:00 +1000,216.968,19.994,19.6,4.319
Blacktown (NSW),2015-03-03 09:00:00 +1000,443.776,25.381,22.4,9.81
Blacktown (NSW),2015-03-03 10:00:00 +1000,630.459,28.045,24,13.278
Blacktown (NSW),2015-03-03 11:00:00 +1000,754.73,29.886,25.6,15.248
Blacktown (NSW),2015-03-03 12:00:00 +1000,808.556,31.815,27.2,15.731
